id,text
110020204,"침대와 이불, 그리고 베개~ 내 일부야~"
110020205,"쥐? 어디서 스- 스- 소리가.... 어, 다시 자야지."
110020301,아 아직 눈을 못뜨겠네…
110020401,무릎 좀 베도 되요? 졸린데 침대가 없어서...... 이러고 자는 거...... 기분 좋아요...... 아~ 주인님~ 계속 이래도 돼요?
110020501,-1
110020601,졸려 죽겠는데!
110020701,이제 그만 마셔요.... 더 이상 마실 수 없어요......zzz......
110020801,왠지 잠이 온다......
110021101,으음...... 이거 너무 딱딱해...... 자고 나면 아플 것 같아......
110021102,"아~ 부드러워... 후...... 앗, 이거 베개가 아니었잖아~"
110022801,아무데나 괜찮으니까 좀 눕혀줘......
110021301,"아, 이제 겨우 잘 수 있어~"
110021401,"으아, 무서운 꿈을 꿨어…… 무서워……"
110021501,-1
110021502,-1
110021503,-1
110021504,-1
110021601,왠지 정말 좋은 꿈을 꿨어요. 웨딩 드레스를 입고 주인님이 안아주는...... 어? 꿈이 아니었나?
110021701,"쿨......쿨…… 앗, 어서 와요~"
110021801,침대다……
110021901,볼일 없으면 먼저 잘게?
110022001,"먼저 아르바이트 가세요, 주인님. 조금 자고... 갈테니까요..."
110022101,"주인님, 먼저 미션 보너스 받으러 가세요... 저는 조금 더 자고 있을게요..."
110022201,학원 안이...... 시끄러워...... 무슨일 있는걸까......
110022301,방해하지마......
110022401,음...... 선물......? 고마워...... 거기다 놔~
110022501,오~ 선물 고마워~ 덕분에 기분 좋게 잘 수 있겠다~ 너도 같이 자자~ 점심에 낮잠 좋잖아!
110022601,"어서오세요, 주인님~"
110030201,나를 방해하는 사람은 전부 죽일거야! 전부 다!
110030202,이 세상에 너만 있으면 되! 다른건 다 어떻게 되어도!
110030203,그 녀석은 이제 이 세상에 없어. 너한테 접근하려고 했거든.
110030204,계속~ 영원히 함께~!
110030205,주인님 괜찮아요! 주인님은 제가 꼭 지켜 드릴게요!
110030301,힘들게 하지 않을거에요.
110030401,"이대로 계속, 너만 바라보고 싶어. 나만 봐 나만. 나만 보면 안돼?"
110030501,-1
110030601,부셔 버리자!
110030701,더! 더 주세요!
110030801,더 큰 칼이 없을까나?
110031101,저를 위해서만 준비해 준 거죠? 그렇죠?
110031102,"이것만 있으면, 방해하는 인간들을 모두 제거할 수 있어!"
110032801,주인님을 독차지할 수 있어! 으흐흐흐흐흐.
110031301,"주인님, 보상 주세요~"
110031401,"아니, 이런 결과로는……"
110031501,-1
110031502,-1
110031503,-1
110031504,-1
110031601,우리들을 방해하는 사람은 없어요. 앞으로도 영원히 말이죠.
110031701,드디어 돌아오셨군요~ 주인님!
110031801,여기서 기다릴께~
110031901,"아, 주인님께서 내 무릎 위에?! 아, 정말 너무 좋다...... 지금이 영원하다면 좋을텐데!"
110032001,"주인님, 아르바이트 중에 다른 여자 쳐다보지 않겠다고 약속했다요?"
110032101,"주인님, 미션 보상 잊지 않으셨죠?"
110032201,아무리 학원 일이라고 해도 나와 주인님의 시간은 누구도 방해할 수 없어!
110032301,필요 없어~
110032401,선물? 나한테만 주는 거면 좋겠어~
110032501,이것도 저것도 줘. 그리고 너도 줘~~
110032601,"드디어 돌아왔군요, 주인님. 으흐흐흐......"
120010201,주인님! 특별 서비스라니… 그런 건 없어요.
120010202,이 조홍의 삶의 이유는 주인님이에요.
120010203,"주인님, 이제 어떻게 할까요.. 팔을 못쓰게 할까요 아니면 아무것도 안보이게 할까요?"
120010204,"주인님이 원하신다면, 이 조홍, 어떠한 일이라도 해내고야 말겠어요!"
120010205,제 의지가 없는 건 아니에요. 하지만 우선 순위는 주인님이죠.
120010301,이건 주인님의 명령입니다.
120010401,"주인님, 오늘 외출하실 때 입으실 옷이랑 아침식사 준비가 다 됐습니다. 치약과 칫솔은 이쪽이구요. 다른 필요하신건 없으신가요?"
120010501,-1
120010601,여기로 오세요!
120010701,저보다 경험치 드링크를 더 필요로 하시는 사람한테 주세요~
120010801,주인님께 더 도움이 되고 싶어요~
120011101,저는 메이드 옷이면 충분해요. 네? 주인님 보고 싶으시다구요? 그럼 바로 갈아입고 올게요~
120011102,"주인님, 오늘은 어떤 음식을 드시고 싶으세요?"
120012801,산책하러 가시는 건가요? 같이 가드릴게요.
120011301,정말 손쉬운 승리였어요. 역시 주인님이시군요!
120011401,"먼저 철수하세요, 주인님. 여기는 제가 맡을게요~"
120011501,-1
120011502,-1
120011503,-1
120011504,-1
120011601,"주인님, 이건...... 알겠습니다. 이게 주인님의 소원이라면 받아들이겠습니다. 앞으로도 언제까지나 곁에 있게 해주세요."
120011701,방은 깨끗하게 치웠어요. 더 필요한거라도 있으세요?
120011801,방 청소 하시려고요? 바로 할게요~
120011901,이불은 준비됐습니다. 피곤하시면 지금 바로 주무세요~
120012001,주인님 아르바이트 시간입니다. 제가 가도 상관없지만... 그렇게까지 할 생각이라면 쓸데없는 일이라는 거니까 하지 않을거에요~
120012101,잊지 말고 미션 보상 받으세요~
120012201,학원에서 뭔가 사건이 발생한 것 같군요. 가실거면 같이 가드릴게요.
120012301,저 주인님......제가 그렇게 싫으세요?
120012401,주인님 잊으신 물건은~ 에엣? 선물이요? 저한테?
120012501,"이거 정말, 제가 받아도 되는건가요?"
120012601,"어서오세요, 주인님!"
120020201,응? 이 실드를 부술 수 있을까? 해볼까나?… 일단 해보자…
120020202,"인간의 마음이란 깨지기 쉬울 때도 있고, 철벽처럼 딱딱할 때도 있는걸…. 참 이상해~"
120020203,공격의 속성에 따라서 방어 특성을 변화시키고 있어! 과학의 발전이구만!
120020204,실드는 나를 지키는 것… 하지만 정작 마음은… 어떻게 지켜야하지.
120020205,"나는 항상 누군가를 지켜주는 편인데, 나를 지켜줄 사람도 나타날까?"
120020301,실드!
120020401,제 의지가 없는 것은 아니지만 주인님을 가장 우선시 해야하니까요…
120020501,-1
120020601,지키기 위해 싸운다!
120020701,......방어력 증가~
120020801,모두를 지키기 위해서도 더 튼튼한 갑옷이 필요해요!
120021101,방어력이 부족할 것 같은걸요~
120021102,가장 단단한 갑옷을 주세요~
120022801,최전방은 저한테 맡겨주세요. 그게 제 사명입니다~
120021301,나를 쓰러뜨릴 수 있다고 생각하지마!
120021401,방패가 깨지든 목숨을 바쳐 모두를 지킬거에요~
120021501,-1
120021502,-1
120021503,-1
120021504,-1
120021601,단단한 방패가 있다 하더라도 틈은 생기기 마련이죠. 뒤는 주인님께 맡길게요.
120021701,"주인님, 제가 나설 차례는 언제에요?"
120021801,여기서 대기!
120021901,보고만 있어도 마음이 따뜻해져요. 이건......어떤 감정일까요?
120022001,"아르바이트 시간이에요, 주인님."
120022101,미션 보상을 아직 수령하지 않았습니다.
120022201,뭔가 학원에서 사건이 난 것 같아요. 저도 협력할테니 주인님도 도와주세요.
120022301,재미 없어~
120022401,선물? 감사해요~
120022501,후후~ 주인님한테 제 마음을 간파 당했네요…
120022601,"무사해서 다행이에요, 주인님."
120030201,"가장 맛있는 과일이 꼭 가장 좋은 곳에서 자라는건 아니야. 사람도 그렇고, 그치?"
120030202,블루베리는 정말 우아한 과일이죠. 맛 좀 보실래요? 저는 요구르트로 만들어 먹는걸 좋아해요. 주인님은요?
120030203,사과는 겨울이 가장 달아요! 기분 탓일 수도 있지만 잘 익은 빨간색을 보면 기분이 좋은걸요!
120030204,이건 아직 덜 익었어요. 절대 몰래 훔쳐 먹지 마세요! 가장 맛있을 때 먹어야 해요!
120030205,직접 따서 그런지 더 맛있네~
120030301,과일따러 갑시다~
120030401,"주인님 비타민이 부족하세요? 제가 도와드릴게요! 지금 시기에는 리치가 정말 맛있는데, 어떠신가요?"
120030501,-1
120030601,두리안은 어때?
120030701,음료수의 답례로 과일을 줄게요~
120030801,온화하고 자상하네. 귀여운 모두의 여동생.
120031101,"예쁜 옷, 고마워!"
120031102,항상 옷을 주는 답례로 이 과일을 줄게요. 다 내가 고른거야~
120032801,같이 과수원 갈래?
120031301,과일이라고 해서 만만하게 보다간 큰코다친다구!
120031401,으으…… 내 바구니가 엉망진창이네……
120031501,-1
120031502,-1
120031503,-1
120031504,-1
120031601,"과일을 좋아하는 사람 중에 나쁜 사람은 없지요. 주인님과 같이 먹으면, 두 배로 맛있게 느껴진답니다~"
120031701,"사과를 깎아 놨으니까, 괜찮으면 먹어~"
120031801,주인님 방이 넓네요~
120031901,먼저 쉬고 있어. 나는 과일 좀 씻고 올게.
120032001,알바야~
120032101,미션 보상 잊지 마세요~
120032201,학원에서 무슨 일이 있는 것 같아! 주인님은 사건을 해결하고! 저는 과수원을 보고 올게요!
120032301,역시 난 참신한 게 좋아~
120032401,고마워요~
120032501,"멋진 선물이군요, 너무 기뻐요. 고마워요 주인님~"
120032601,"어서와, 주인님~ 사과가 있어요."
130010201,메시지? 죄송합니다. 이 명령을 이해할 수 없습니다.
130010202,타임슬립? 죄송합니다. 당신의 아직 타임슬립 할 권한이 없습니다.
130010203,"배터리가 부족합니다. 주인님, 110볼트 전압으로 충전하지 말아주세요."
130010204,에러! 에러! 명령 오류가 발생했습니다. 다시 입력해 주세요!
130010205,[감정]이 설정되지 않았습니다. 조작 실패.
130010301,공격 프로그램 가동.
130010401,프슉- 프슉- 점프 성공! 시공간 로봇. 코드 C204. 2036년에서 왔습니다. 명령어를 입력해 주세요!
130010501,-1
130010601,실행
130010701,시스템 업그레이드
130010801,데이터 처리 속도 향상
130011101,새로운 프로그램 로딩이 완료.
130011102,[오류]! 대형 공격 무기는 장착할 수 없습니다.
130012801,"지령 숙지 완료, 출격."
130011301,목표를 이미 제거했습니다.
130011401,"기체 손상, 현재 산출되는 승률은 1%입니다."
130011501,-1
130011502,-1
130011503,-1
130011504,-1
130011601,저에 관한 모든 시스템 조작을 데이터에 기록했어요. 주인님의 노력은 모두 알고 있습니다. 정말 감사드리며 앞으로도 잘 부탁드립니다.
130011701,"안녕하세요, 주인님."
130011801,해당 지점에 도착하여 '대기' 명령을 이행합니다.
130011901,"현재 미완성 지령 수：0, 새로운 지령을 입력하세요."
130012001,예정 사항 알림：아르바이트
130012101,예정 사항 알림：미션 보상 획득
130012201,운동장에서 심한 에너지 변동 감지. 학원 방어시스템을 가동하시겠습니까?
130012301,'에러'! '선물'을 받을 수 없습니다!
130012401,"선물, 감사합니다!"
130012501,"'에러'! 동력원 고온 경고! 주인님, 당신의 '선물'이, 저에게...... 이상한 감각을 주었습니다......"
130012601,"어서오세요, 주인님!"
130020201,"프랑켄슈타인과 드라큘라, 마녀와 늑대. 좀비랑 해골...... 아! 내일 할로윈이니까 마음대로 나가면 안돼!"
130020202,"내 모자에 주목~! 자, 모자에서 뭐가 나왔으면 좋겠어요?? 뭐든지 가능!"
130020203,무서우면 같이 침대 밑에 숨자!
130020204,"주인님, 선물 가져오는거 까먹었어요. 그래서 제가 선물이 되어 드릴게요! 뭐라니~! 히히"
130020205,마법 빗자루 타볼래? 균형 잡는 거 의외로 어렵지?
130020301,같이 놀자!
130020401,"헤헤헤! Trick or treat! 주인님, 캔디 안주시면 말썽 피울거에요!"
130020501,-1
130020601,말썽 피울거야!
130020701,사탕좀 더 줄래?
130020801,"존재감은 없을지도 모르지만, 나 앞으로도 노력할게!"
130021101,이 무기 나 아마 못 쓸걸?
130021102,새로운 지팡이가 갖고 싶네......
130022801,"......할로윈이라는 거, 다들 알고 있는 건가? 후훗훗."
130021301,할로윈만큼은 나의 독무대라구!
130021401,할로윈 오늘이 아니었어...
130021501,-1
130021502,-1
130021503,-1
130021504,-1
130021601,"할로윈은 좋아하지만, 만약 소원이 이뤄진다면 누군가의 마음 속 1번이 되고 싶은걸~"
130021701,드디어 왔어~ 사탕은 갖다줬어?
130021801,"받은 사탕, 침대 밑에 숨겨둔다고~♪"
130021901,"여기서 자는 거야? 뭐, 괜찮아요. 안녕히 주무세요~"
130022001,대신 알바라니 당연히 노우! 자기 일은 자기가 하지 않으면 안되니까!
130022101,"오늘 미션 보상은 사탕이래요! 하하, 농담!"
130022201,"어제 말했던 섬뜩한 기색이 드는 교실 조사, 잊지말자! 그 버려진 강의동 안에!"
130022301,잠깐! 사탕은 안 줘도 되는데 이거 무슨 뜻이에요?
130022401,"선물, 고마워~"
130022501,해피 할로윈~ 주인님 좋아해요~
130022601,Trick or Treat
130030201,물려 받은 것은...... 마녀의 힘과 저주...... 인간을 계속 원망하는 저주.
130030202,태어나서부터...... 따뜻함을 느낀적이...... 없는걸요...
130030203,잠시 인간으로부터 떨어져서 보니까 자유롭고 편한 걸 깨달았어.
130030204,모르겠어. 인간은 왜 누군가와 같이 있고 싶어하는지...... 무리를 지어 약함을 숨기기 위함인가?
130030205,사막은 나의 제 2의 고향이야.
130030301,느껴져? 이 깊은 원한이
130030401,당신의 어떤 원한이 느꺼져요. 더렵혀지고 타락한 영혼같아...... 재밌는걸. 누구를 저주하고 싶은거에요?
130030501,-1
130030601,당신도 저주할거야
130030701,사람을 미워하면 미워할수록 나의 힘은 강해져 간다...!
130030801,나는 살 거야. 비록 이대로 혼자만의 날들이 계속된다 해도!
130031101,당신이 원하는 대로 하세요.
130031102,내 힘을 잘 봐둬.
130032801,거기에 있는게 이번 표적일까?
130031301,타락한 자들의 증오가 전쟁터에 가득 차 있다!
130031401,"졌군… 하지만 신기하게도 마음은 평화로운걸, 이게 용서라는 건가?"
130031501,-1
130031502,-1
130031503,-1
130031504,-1
130031601,어쩌면 이 마음은 내 마음 속의 미움을 지워버릴지도 몰라. 하지만 이상하게도 무섭지 않아. 왜냐면 난 이제 혼자가 아니니까.
130031701,"선배, 오늘도 이야기하러 와준거에요?"
130031801,바람이 들어가지 않게 해 줄래? 저주에 쓰는 모래가 날려버려.
130031901,"선배, 어디로 갔을까? 오늘은 아직 보지못했지만...... 뭐 괜찮아. 혼자있는 편이 편한걸."
130032001,이런 데서 기름 팔지 말고 알바하러 가는 게 어때?
130032101,미션 보상에 대해서 일부러 가르쳐 주지 않는 게 좋을까 생각하고 있었어. 그렇게 하면 나에 대한 미움이 생길까?
130032201,"학원에서 이정도의 미움을 느낀 적은 없었는데.... 확인하러 갈래요? 아마, 엉뚱한 일이 일어나고 있을거야!"
130032301,이러면 저주의 힘이 약해져요!
130032401,그걸 나한테?
130032501,이거라면 힘을 높여줄 것 같아~ 고마워~~
130032601,돌아오신걸 환영합니다~ 선배~
140010201,대길이군요. 올해는 분명 많은 일이 잘 풀릴 거예요.
140010202,"안녕하십니까, 괜찮다면 메인 궁전도 둘러보시는 걸 추천합니다."
140010203,연애 성취 부적입니까? 금전운 부적? 아니면 건강기원 부적? 뭐든 다 있어요~
140010204,"마음 속 깊이 바라면, 분명 잘 될 거예요. 자, 기도해요."
140010205,그녀는 지금 어디에 있는 걸까요...... 이렇게 혼자 절에 있으면 좀 그리워지네요......
140010301,내가 이길 것 같은데!
140010401,"주인님, 안녕하세요. 저는 관로예요. 무슨 일이 있으면, 주저하지 말고 저를 불러주세요."
140010501,-1
140010601,두고보지!
140010701,내일도 분명 좋은 날일 거에요~
140010801,내일은 반드시 대길입니다.
140011101,이 옷이 의외로 저한테 잘 어울리네요~
140011102,이 부적도 잊지 말아주세요~
140012801,대길이 나왔다고 해서 뭘 해도 되는 건 아니에요!
140011301,승리는 이미 예상되었던 일이니 그렇게 너무 자랑하지 마세요~
140011401,어쩌다 보니 운세가 변해버린 것 같군요! 철수해요!
140011501,-1
140011502,-1
140011503,-1
140011504,-1
140011601,제비뽑기는 어디까지나 가능성의 하나일 뿐이에요. 하지만 저는 당신의 사랑이 되어 항상 곁에서 있고 싶어요~ 그래도 되나요?
140011701,그렇게 급하고 중요한 일이라도 있었나요?
140011801,숙소에 다도 세트가 있었으면 좋았을텐데......
140011901,"이것저것 정신없는 세상이니까요. 마음을 가라앉히고 매사에 마주할 시간을 갖는 것은 좋은 일입니다! 어라, 잠들어버린건가요?"
140012001,분명히 오늘 아르바이트 아니었어요? 이런 데서 얘기해도 괜찮겠어요?
140012101,"제비뽑기는 가능성을 나타냄과 동시에 지금의 자신의 상황을 확인하기 위한 것이기도 합니다.음, 현실을 도피하고 있는 사람에게는, 어느 쪽도 큰 의미를 말할 수 없겠지만."
140012201,저기 왠지 소란스럽네요. 좌자가 돌아왔을까요? 잠시 상황을 보고 오려고 하는데 같이 갈래요?
140012301,어…어떻게…
140012401,이거 나한테 주는 선물이니? 고마워
140012501,선물 고마워. 그럼 한 번 점괘를 한번 봐볼래?
140012601,"어서오세요, 오늘도 좋은 날이면 좋겠네요~"
140020201,"조심해! 애가 깜짝 놀랐잖아...... 걔는 누구야, 거기 있잖아! 내 친구야!"
140020202,요정들이 뭔가 고민하는 것 같아요. 인간과 친구가 되고 싶은데 겁이 난다구. 무슨 좋은 생각 있어요?
140020203,"저 부르셨어요? 죄송해요, 익숙하지 않아서......인간과 이야기를 하다니, 너무 오랫만이라서요."
140020204,"주인님, 하고 싶은 말이 있으면 하셔야지 안그럼 평생 후회할 거예요!… 무슨 말인지 모르지만, 정령들이 그렇게 말하고 있어요!"
140020205,"주인님, 계속해서 노력을 하지 않으면 승리하실 수 없을 거예요, 정령들이 말해줬어요~"
140020301,얘들아- 시간 됐어! 나와~!
140020401,"요정들이 모두 당신과 친구가 되고 싶어하는 것 같아요. 얘는 아슈라고 하고, 쟤는 미라... 어? 아무것도 안 보이나요? 이렇게 귀여운데 안됐다…"
140020501,-1
140020601,"요정들, 힘을 빌려줘!"
140020701,정령들도 좋아하네요~
140020801,"본 적 없는 정령인데, 혹시 길을 잃었나요?"
140021101,도움이 많이 될 거라고 정령들이 그러시네요~
140021102,"응, 이걸로 충분해요."
140022801,정령들도 설레하는 거 같아요~
140021301,저는 제 할 일을 했을 뿐입니다. 하지만 모두의 도움에는 감사하고 있습니다.
140021401,"미안해요, 모두의 기대에 미치지 못했어요."
140021501,-1
140021502,-1
140021503,-1
140021504,-1
140021601,"저, 저는 정령들을 좋아합니다...... 그 정령들은, 주인님을 좋아합니다...... 그러니까 제가 주인님을 좋아하는 것도 이상한 일은 아니겠죠...?"
140021701,정령들이 인사하고 있어요~
140021801,"네, 꽤 좋은 방이네요, 마음에 들어요. 정령들도 좋아할 것 같아요~"
140021901,미리! 사람이 잠 잘 때 장난을 치면 안 됩니다! 주인님 피곤하실테니 지금은 가만히 있게 해드릴게요.
140022001,"요즘 매일 아르바이트 가시잖아요, 주인님. 몸 조심하세요."
140022101,"보수를 받기에 적당한 노력을 했다면, 주저하지 말고 받아 둡시다."
140022201,"사악한 낌새를 느끼면 정령들이 말할거에요. 주인님, 조심하세요!"
140022301,"주인님, 제가 이런거 안좋아하는거 아시잖아요......"
140022401,"주인님, 선물 감사해요~"
140022501,우후~ 정령들도 마음에 드나보네. 주인님은 착하셔~
140022601,"어서오세요, 주인님!"
140030201,"버섯 따기! 버섯 사냥! 1,2,3,4,5!…… 어라? 이 버섯, 안빠지네."
140030202,우리 밭은 언제나 풍년! 왜냐면 내가 바로 '전풍'거든!
140030203,움직이지마~ 햇빛을 가득히 쐬게 해서 빨리 자라게 하고 싶은데~
140030204,버섯은 세상에서 가장 맛있는 음식이라구!
140030205,엄마가 말하지 않았어? 예쁜 버섯은 먹으면 안된다고~ 나같은 귀여운 여자애도 먹으면 안된다구?
140030301,일하자고 일!!
140030401,"으아 버섯 따다가 헤맸다 미안해요, 나를 집으로 데려가요~ 나? 나는 버섯 요정이야."
140030501,-1
140030601,커져라~
140030701,계속 자랄거에요~
140030801,누워서 떡먹기죠!
140031101,버섯 줄 거야?
140031102,이 버섯 우산이 있으면 괜찮아!
140032801,버섯을 수확할 때까지 기다려 줄래?
140031301,버섯이라고 얕보면 안 돼!
140031401,으.... 못 이기고 말았어……
140031501,-1
140031502,-1
140031503,-1
140031504,-1
140031601,맹세했으니까 잘 지켜줘요! 나 계속 보고 있을게!
140031701,"선배, 구운 버섯은 어때요?"
140031801,"에구구구구...... 이 방 문고리, 조금 높네......"
140031901,일어나! 선배 일어나! 일어나! 버섯은 태양 아래서는 살 수 없다니까!
140032001,선배는 어떤 아르바이트를 하고 있어요?
140032101,저 미션 보상 선배님 거 아니에요?
140032201,"학원에 대해서는 그다지 잘 모르지만, 숲이 괜찮으면 다행이야!"
140032301,이거......나 필요없어......
140032401,헤에~ 이렇게 귀여운 나를 이런 어설픈 선물로 얼버무릴 생각이야?
140032501,헤헤~ 내가 좋아하는걸 줄거라고 알고있었어~
140032601,잘 다녀왔어요?! 재미있는 버섯 찾았는데!
210010201,"미지의 땅을 개척하는 것, 그것이 내 인생 최고의 삶의 보람."
210010202,"탐험이야말로 내 인생이야. 무엇이 기다리고 있을지 모르겠지만, 누군가가 열어주지 않으면 시작하지 않는 거야."
210010203,"고글, 청바지에 라이더 재킷. 모험자의 기본템이지!"
210010204,미지한 땅에는 특이한 사람이나 처음보는 것들이 많이 있어! 안 갈 수가 없잖아!
210010205,할 수 없는 일에서 도망치기만 하고 있다면 영원히 앞으로 나아갈 수 없을거야.
210010301,모험의 시작이네!
210010401,"함께 새로운 세상을 찾으러 가지 않을래? 우리가 지금 알고 있는 거나, 생각하고 있는 것들은 정말 사소한 것들이야. 세상은 더 넓고, 우리가 모르는게 많이 있어...... 멋지다고 생각하지 않아?"
210010501,-1
210010601,폭파 준비!
210010701,휴식은 자주해야지요!
210010801,"정신력, 인내력, 순발력! 탐험가에게 있어서, 모두 빠뜨릴 수 없는 능력이야."
210011101,"이제 탐험을 어느정도 해와서, 장비가 너덜너덜해졌어. 새 거 줘!"
210011102,"이것만 있으면, 지금까지 가보지 못했던 장소에 도전할 수 있을 것 같아!"
210012801,나랑 탐험갈래? 학원에 있는 것보다 훨씬 재미있어요.
210011301,탐험가가 되는데도 그만한 실력이 있어야겠죠?
210011401,위험해! 긴급대피!!
210011501,-1
210011502,-1
210011503,-1
210011504,-1
210011601,"내가 선배를 세계 각지로 데려다 줄게요. 우린 세상의 끝까지 쭉 함께야! 자, 손을 줘요~"
210011701,"네, 선물! 유적에 있던 석판과 마력을 간직한 광석! 소중히 간직해!"
210011801,"돌아와, 내가 없어도 놀라지 말아줘요. 다시 새로운 탐험에 나섰을 뿐이니까~"
210011901,어쩔 수 없군.. 내 어깨를 빌려줄께...... 수고했어요 선배님~
210012001,"선배, 이제 아르바이트 시간이야!"
210012101,미션을 달성하면 보상은 잘 받아둬야 해요!
210012201,"저번과는 다르지만, 학원에서 또 무슨 일이 일어날 것 같아."
210012301,이런건 필요없어!
210012401,선물 고마워~
210012501,"오, 재미있는 거구나. 탐험해서 획득한거에요 선배님? 감사해요!"
210012601,"본론으로 들어가서, 탐험하러 가지 않을래?"
210020201,"아, 예쁘다! 아, 이 쪽 뼈도 멋지다! 동물 뼈일까~ 아니면 사람 뼈일까~?"
210020202,몸을 단련한다면~ 치고받는게 최고야! 직접 부딪히는 것보다 좋은건 없어!
210020203,자기야! 너무 말랐어요! 밥 많이 먹고 있어요!?
210020204,그렇게 약한 몸은 내 망치 한번이면 망가진다고~ 내가 단련시켜줄게.
210020205,이 한 대로 해결할 수 없는 일은 없어. 있다면 한 대 더 때리지 뭐.
210020301,자 싸울 시간이야!
210020401,아아 심심해. 마음껏 싸울 수 있는 전쟁터는 없을까... 찾을 수 있나?
210020501,-1
210020601,주목!
210020701,푸핫~ 힘이 솟았어~!
210020801,자~ 가자구~쿵!
210021101,이게 있으면 어떤 괴물과도 싸울 수 있을 것 같아!
210021102,우와~~ 보기에도 대단해 보이는 장비네!
210022801,같이 괴물 사냥하러 갈래?
210021301,내 망치는 아무도 막을 수 없다구!
210021401,윽.... 설마 내 망치가 튕겨나갈줄이야.......
210021501,-1
210021502,-1
210021503,-1
210021504,-1
210021601,어제 드디어 마룡을 쓰러뜨렸어! 자 이게 그 마룡의 손톱! 이 마룡의 손톱을 우리의 맹세의 증표로 삼는 건 어떨까?
210021701,"어서와, 어서와!"
210021801,"전리품인데, 여기에 둬도 될까?"
210021901,"좋아, 내 비밀기지에 데려다 줄게! 해먹도 있다구!"
210022001,아르바이트 시간 잊지 않았지? 지각은 좋지 않아요~
210022101,미션 보상 잊지 마!
210022201,학원이 왜이렇게 소란스럽지.. 신종 괴물이라도 나온건가!?
210022301,내 망치를 먹고 싶은건가!
210022401,"고마워, 그러니까 싸울래?"
210022501,선배 최고! 이거 부적으로 잘 간직할게요!
210022601,"저기, 사냥 한 탕 어때?"
210030201,음...... 그 이상 나를 건드리면 어떻게 되는지 알려줄까?
210030202,음......그 이상 나를 건드리면 어떻게 되는지 알려줄까?
210030203,잉? 가는거야? 수업? 뭐야 그거? 재미없는 룰따위를 왜 지키는거야?
210030204,"있잖아, 같이 멀리 도망가버리는게 어때? 이런 틀에 박힌 세계, 대체 뭐가 즐겁니?"
210030205,바깥 세상의 인간들은 수많은 규칙에 묶여있어...... 감옥에서 잡혀있던 나와 다를 바 없잖아.
210030301,흐흐흐...... 망치고 싶은 애가 또 하나......
210030401,이 세계에도 재미없는 룰이 있니? 히히……속박따위.. 다 부숴버린다구!
210030501,-1
210030601,히히히히~
210030701,"이런거 먹는다고 의미는 없어. 이게 있는 한, 어디에도 갈 수 없지~"
210030801,흥흥...... 자유로워지면 여기 있는 것 전부 부수고 말거야!
210031101,이런 장비 받을 때마다 저 스트레이트 재킷이 그리워지더라구~
210031102,"이런걸 주고, 내가 학원을 망가뜨리는게 걱정되지 않니?"
210032801,혼란의 중심이야말로 내가 있는 곳!
210031301,질서있는 것일수록 의외로 어이없게 무너져버리지! 흐흐흐흐흐.....
210031401,칫…… 도망칠 수 있을 것 같지 않은데~
210031501,-1
210031502,-1
210031503,-1
210031504,-1
210031601,"이런 계약에 얽매이는건 기분이 나쁘지만, 당신이라면 뭐, 받아주겠어요~"
210031701,야! 방해하지 마!
210031801,오늘부터 여기가 내 아지트야!
210031901,"무슨 생각을 하냐고요? 학원 건물을 폭파하는 것은 언제가 좋을지 생각하고 있었어요, 히히!"
