id,title,desc
10612,Stand de pêche -- 1,"Comme tu ne l'as jamais fait, cela ne vaut-il justement pas le coup d'essayer ?"
10613,Stand de pêche -- 1,"Ne t'inquiète pas, je m'en occuperai, ensuite tu auras juste à venir chez moi pour lui rendre visite."
10621,Stand de pêche -- 2,Un poisson doré
10622,Stand de pêche -- 2,Un poisson rouge
10623,Stand de pêche -- 2,Un poisson blanc avec des tâches noires
10631,Stand de pêche -- 3,"Si un poisson est tout seul dans un aquarium, il va se sentir seul, c'est pour ça qu'il faut lui trouver un partenaire."
10632,Stand de pêche -- 3,"Ne t'inquiète pas, je t'aiderai à bien t'en occuper."
10633,Stand de pêche -- 3,"De toute façon, peu importe la manière dont on s'en occupe, ils finiront par mourir un jour ou l'autre, donc ne t'en fais pas trop~"
10711,Stand de Nouilles -- 1,"C'est super bon ! Surtout celles à la sauce de soja, je suis sûre que tu vas aimer~"
10712,Stand de Nouilles -- 1,"C'est très bon~Si tu me fais confiance, tu dois essayer !"
10713,Stand de Nouilles -- 1,"Même si pour moi c'est très bon, je ne sais pas si c'est à ton goût."
10721,Stand de Nouilles -- 2,Saveur à la sauce soja
10722,Stand de Nouilles -- 2,Saveur aux fruits de mer
10723,Stand de Nouilles -- 2,Saveur moutarde
10731,Stand de Nouilles -- 3,Protéger Giana en se mettant devant elle
10732,Stand de Nouilles -- 3,Prendre Giana dans ses bras
10733,Stand de Nouilles -- 3,Utiliser votre sac pour protéger Giana
10811,Masques -- 1,C'est parce que tu es unique que tu as attiré mon attention Giana~
10812,Masques -- 1,"Les belles choses n'ont pas à être cachées, Giana, aie un peu plus confiance en toi~"
10813,Masques -- 1,"Ne fais pas attention au regard des autres, le plus important c'est ton propre bonheur."
10821,Masques -- 2,"D'accord, dans ce cas choisissons le soigneusement~"
10822,Masques -- 2,Un couple ? Est-ce que ça ne va pas un peu trop vite ?
10823,Masques -- 2,Un couple ? Cela va t'attirer des problèmes Giana.
10831,Masques -- 3,Le masque de renard
10832,Masques -- 3,Le masque Tengu
10833,Masques -- 3,Le masque de Hyotokko
10911,Feux d'artifice -- 1,L'aider à marcher lentement
10912,Feux d'artifice -- 1,Se pencher pour porter Giana sur son dos
10913,Feux d'artifice -- 1,Retirer ses chaussures pour les donner à Giana
10921,Feux d'artifice -- 2,L'aider à aller à l'hôpital le plus proche
10922,Feux d'artifice -- 2,La faire se reposer sur le banc le plus proche
10923,Feux d'artifice -- 2,Se rendre seul à la pharmacie pour acheter un pansement
10931,Feux d'artifice -- 3,Sur le toit d'un immeuble
10932,Feux d'artifice -- 3,Sur un banc au bord du lac
10933,Feux d'artifice -- 3,Rester avec la foule
11011,Concours de beauté -- 1,"Hein ? Je n'avais jamais entendu parler de ce concours, ça ne m'intéresse pas du tout."
11012,Concours de beauté -- 1,"Un concours de beauté ? Je ne pense pas qu'on ait besoin d'y aller, personne n'arrive à ta cheville Giana~"
11013,Concours de beauté -- 1,"Un concours de beauté ? Si tu participes, c'est sûr que tu obtiendras le premier prix !"
11021,Concours de beauté -- 2,"Giana, regarde, cette personne a l'air trop drôle avec son masque de Hyottoko."
11022,Concours de beauté -- 2,Est-ce que tu veux vérifier s'il y a quelqu'un qui pourrait être plus jolie que toi ?
11023,Concours de beauté -- 2,"Giana, allons nous en, tu n'as pas besoin de vérifier, je pense aussi que tu surpasses tout le monde ici."
11031,Concours de beauté -- 3,Je ne répondrai pas à une question aussi ennuyeuse~
11032,Concours de beauté -- 3,"Hein ? Je ne sais pas, je n'ai pas regardé attentivement…"
11033,Concours de beauté -- 3,"Si je dois donner une réponse, ce serait la candidate numéro 5."
11111,Entrée du Théâtre -- 1,"Oui… oui ! Tu es tellement célèbre, c'est normal d'avoir vu toutes tes représentations."
11112,Entrée du Théâtre -- 1,"Même… même si je n'ai pas pu assister à toutes tes représentations, j'ai assisté à ta représentation d'adieu."
11113,Entrée du Théâtre -- 1,"Je… je n'en ai vu aucune, parce que… assister à ce genre de spectacle… coûte trop cher."
11121,Entrée du Théâtre -- 2,Roméo et Juliette
11122,Entrée du Théâtre -- 2,Don Quichotte
11123,Entrée du Théâtre -- 2,Le Lac des Cygnes
11131,Entrée du Théâtre -- 3,Demander aux personnes ayant déjà un billet d'échanger leur billet
11132,Entrée du Théâtre -- 3,Faire une croix sur cette représentation et acheter des billets pour la prochaine représentation
11133,Entrée du Théâtre -- 3,Ignorer la demande de Giana et acheter des billets pour des places séparées
11211,Auditorium -- 1,"Excusez-nous, nous sommes vraiment désolés, nous nous dépêchons."
11212,Auditorium -- 1,"Excusez-nous, de toute façon peu importe ce qu'elle portera, sa beauté attirera votre attention dans tous les cas."
11213,Auditorium -- 1,"Même si nous sommes en tort, parlez-lui encore comme ça et je répondrai plus de mes actes."
11221,Auditorium -- 2,"La posture de l'acteur est droite, ses mouvements sont clairs et nets, on peut voir qu'il contrôle chaque muscle de son corps."
11222,Auditorium -- 2,"Le visage de l'acteur est doux, ses mouvements sont doux et dynamiques, on peut voir qu'il investit toutes ses émotions quand il joue."
11223,Auditorium -- 2,Je… je n'ai pas vraiment regardé… mais je suis sûr que leur répresentation ne t'arrive pas à la cheville !
11231,Auditorium -- 3,"Te voir plonger dans la pièce te rendait si belle, je ne savais pas quoi dire."
11232,Auditorium -- 3,Je suis émerveillé par tes connaissances et ton obsession de la danse.
11233,Auditorium -- 3,"Même si tu parles beaucoup, cela ne me dérange pas."
11311,Boutique de souvenirs -- 1,"L'ensemble de badges de scène semble mieux te convenir Giana, ils sont très colorés, tu seras encore plus jolie en les portant."
11312,Boutique de souvenirs -- 1,"Cet éventail est léger et d'une fabrication exquise, cela te convient parfaitement Giana."
11313,Boutique de souvenirs -- 1,"Il est difficile de choisir, autant acheter les deux."
11321,Boutique de souvenirs -- 2,"Même avec une photo aussi nette de ton visage, on ne peut voir aucun défaut."
11322,Boutique de souvenirs -- 2,"Ne bouge pas, laisse-moi comparer~Ah, c'est vraiment agréable de pouvoir admirer ton visage d'aussi près."
11323,Boutique de souvenirs -- 2,Pourquoi tu te soucies des pores de ton visage ? Tu es très belle sur la photo !
11331,Boutique de souvenirs -- 3,L'affiche promotionnelle de Giana
11332,Boutique de souvenirs -- 3,La statue représentant Giana
11333,Boutique de souvenirs -- 3,Le panneau de soutien pour Giana
11411,Coulisses -- 1,Nous sortons ensemble~
11412,Coulisses -- 1,Oui… je suis juste un ami ordinaire de Giana~
11413,Coulisses -- 1,"Je suis l'homme à tout faire de Gianna, je suis là pour porter son sac, si vous avez besoin d'aide, je suis également à votre disposition."
11421,Coulisses -- 2,Maquillage du cygne noir
11422,Coulisses -- 2,Maquillage du cygne blanc
11423,Coulisses -- 2,Maquillage de Geisha
11431,Coulisses -- 3,"Oui j'en ai une, c'est de rendre toutes les étudiantes heureuses."
11432,Coulisses -- 3,"Tu le sais très bien Giana, je n'ai pas de passion particulière~"
11433,Coulisses -- 3,"Une passion ? Si je dois en choisir une, je dirais que j'aimerais que toutes mes journées soient aussi amusantes et romantiques qu'aujourd'hui."
11511,Scène -- 1,"Si tu veux juste danser, tu peux le faire n'importe où."
11512,Scène -- 1,"Vas-y, je suis sûr que tu peux faire briller la scène à toi toute seule."
11513,Scène -- 1,"L'ingénieur de l'éclairage n'est plus là, si ça ne te dérange pas, j'aimerais être ton ingénieur."
11521,Scène -- 2,"Si tu le souhaites, nous pouvons revenir plus souvent."
11522,Scène -- 2,"Si cela te manque tant, il te suffit de te remettre en activité."
11523,Scène -- 2,"Je prêt à parier, que si tu remontes sur scène, tu recevrais les ovations du public."
11531,Scène -- 3,"Pris de panique, vous êtes incapable de bouger"
11532,Scène -- 3,Foncer sans réfléchir pour amotir sa chute
11533,Scène -- 3,Rattraper Giana et vous préparer à l'embrasser
20111,Grande roue-1,"Il y a très peu de chance que cela arrive… même si la grande roue se bloque, il y a les employés qui pourront nous aider."
20112,Grande roue-1,"Des milliers et des milliers de personnes y sont déjà montées et ce n'est jamais arrivé, si cela nous arrive, c'est que nous sommes vraiment chanceux…"
20113,Grande roue-1,"Même si cela arrive, avec toi à mes côtés, je ne serais pas inquiet."
20121,Grande roue-2,S'asseoir en face de Fencer
20122,Grande roue-2,S'asseoir à côté de Fencer
20131,Grande roue-3,S'asseoir à ses côtés et prendre sa main pour la calmer
20132,Grande roue-3,S'asseoir à ses côtés et lui tapoter le dos pour la calmer
20133,Grande roue-3,S'asseoir à ses côtés et lui cacher les yeux
20211,Caroussel-1,"Tu es têtue Fencer, arrête de t'inquiéter de l'opinion des autres."
20212,Caroussel-1,"J'ai vraiment envie de faire du carrousel, est-ce que tu aurais la gentillese de m'y accompagner ?"
20213,Caroussel-1,"Hein ? Il n'y a pas que les enfants qui aiment le carrousel, par exemple… moi ! Qu'est-ce que tu en dis ? Nous pouvons en faire ensemble."
20221,Caroussel-2,"Petit, ne te méprends pas, les vrais couples ne ressemblent pas à ça du tout."
20222,Caroussel-2,"Petit, ne te méprends pas, nous sommes encore loin d'être un couple."
20223,Caroussel-2,"Couple ? Si on baisse un peu les standards, dans ce cas nous pouvons être considéré comme…"
20231,Caroussel-3,Le cheval devant le vôtre
20232,Caroussel-3,Le cheval à côté du vôtre
20233,Caroussel-3,La calèche
20311,Camion de glaces-1,Cher ? Est-ce que tu t'inquiètes pour moi Fencer ? Tu es trop mignonne~
20312,Camion de glaces-1,"Si on vient au parc d'attractions, ne pas manger de glace… ce serait comme manquer à son devoir."
20313,Camion de glaces-1,"Objection refusée, j'ai déjà décidé d'acheter deux glaces, si tu n'en veux pas tu n'as qu'à la donner à une autre fille."
20321,Camion de glaces-2,Glace à la fraise
20322,Camion de glaces-2,Glace à la menthe et au chocolat
20323,Camion de glaces-2,Glace à la vanille
20331,Camion de glaces-3,Sortir le mouchoir en papier dans votre poche et lui donner
20332,Camion de glaces-3,Sortir le mouchoir en tissu dans votre poche et lui donner
20333,Camion de glaces-3,Se préparer à nettoyer avec votre propre main
20411,Montagnes russes-1,Convaincre Fencer d'oublier sa peur et la forcer à y aller
20412,Montagnes russes-1,Écouter Fencer et renoncer d'y aller
20421,Montagnes russes-2,"C'est juste que tu te sens mal tout à coup ? Comme il fait très chaud, il vaut mieux peut être aller se reposer où il fait un peu meilleur."
20422,Montagnes russes-2,"C'est juste que tu te fais du soucis pour moi ? Effectivement, je pense que je me suis un peu surestimé, je ne pense pas pouvoir supporter de telles hauteurs à une telle vitesse."
20423,Montagnes russes-2,"C'est juste que tu as soudainement envie d'aller aux toilettes ? Vas-y vite, je t'attends en faisant la queue."
20431,Montagnes russes-3,Faire une petite montagne russe
20432,Montagnes russes-3,Monter en bateau
20433,Montagnes russes-3,Monter en bateau
20511,Maison hantée-1,"Bien sûr~Je serai devant vous, ne t'inquiète pas."
20512,Maison hantée-1,"Désolé, je ne peux pas accepter, je dois prendre soin de Fencer."
20513,Maison hantée-1,"Hein ? Me suivre ? Pour ça, tu devrais d'abord demander à la jolie demoiselle à mes côtés?"
20521,Maison hantée-2,Lui tendre activement la main droite
20522,Maison hantée-2,Tendre la main pour prendre la sienne
20523,Maison hantée-2,Prendre Fencer dans ses bras pour l'enlacer
20531,Maison hantée-3,Ne pas prendre de performance spéciale
20532,Maison hantée-3,Acheter la performance spéciale n°1
20533,Maison hantée-3,Acheter la performance spéciale n°3
20611,Magasin de mode-1,"Ce n'est pas ça, ta robe est très jolie et très mignonne, je peux voir en un clin d'œil que tu as passé beaucoup de temps à te préparer."
20612,Magasin de mode-1,"Non, il faut dire que ton style habituel n'a jamais été aussi bien présenté, vivant et émouvant."
20613,Magasin de mode-1,"Comment dire ? C'est très différent de ton style habituel, au début j'ai eu du mal à te reconnaître. Tu es naturellement très belle et vivante, donc peu importe les vêtements que tu portes cela t'ira à ravir."
20621,Magasin de mode-2,Laisser l'employé du magasin l'aider à choisir
20622,Magasin de mode-2,Ne pas laisser le temps à Fencer de réfléchir et lui donner les vêtemens à essayer
20623,Magasin de mode-2,"Complimenter Fencer, lui donner confiance"
20631,Magasin de mode-3,Les vêtements qui se trouvaient dans la vitrine
20632,Magasin de mode-3,Les vêtements habituels de Fencer
20633,Magasin de mode-3,Les vêtements que Fencer porte aujourd'hui
20711,Café à chats-1,Sortir des croquettes pour chat de votre sac
20712,Café à chats-1,Sortir un œuf à la coque de votre sac
20713,Café à chats-1,Chercher dans votre et ne rien trouver à donner à manger au chat
20721,Café à chats-2,Le British shorthair aux poils gris: Owen
20722,Café à chats-2,Le chat persan blanc: Ramsès
20723,Café à chats-2,Un chat à trois couleurs
20731,Café à chats-3,Prendre le forfait de luxe
20732,Café à chats-3,Prendre le menu normal
20733,Café à chats-3,Ne pas prendre de menu
20811,Salon de thé anglais-1,Deux sièges près de la fenêtre
20812,Salon de thé anglais-1,Deux sièges au fond du restaurant
20813,Salon de thé anglais-1,Deux sièges vides avec des clients autour
20821,Salon de thé anglais-2,Menu à trois étages avec des scones et la tarte aux fruits
20822,Salon de thé anglais-2,Des scones
20823,Salon de thé anglais-2,Tarte aux fruits
20831,Salon de thé anglais-3,Verser d'abord le lait
20832,Salon de thé anglais-3,Tarte aux fruits
20833,Salon de thé anglais-3,Verse le lait et le thé noir en même temps
20911,Fleuriste-1,Insister pour que Fencer choisisse des fleurs
20912,Fleuriste-1,Ne pas insister、
20913,Fleuriste-1,Consoler et persuader Fencer de choisir des fleurs
20921,Fleuriste-2,Refuser
20922,Fleuriste-2,Demander le prix
20923,Fleuriste-2,Accepter
20931,Fleuriste-3,Rose bleu glacier
20932,Fleuriste-3,Rose rouge
20933,Fleuriste-3,Cactus
21011,Pause-café-1,"Bien… bien sûr, c'est mon devoir en tant que Senpai de prendre soin de tout le monde !"
21012,Pause-café-1,Fencer… ne me mets pas dans l'embarras !
21013,Pause-café-1,"C'est ce que tu penses Fencer ? Pourtant je trouve que je te traite différemment des autres, car pour moi, tu es unique !"
21021,Pause-café-2,Donner la bouteille d'eau dans votre sac à Fencer
21022,Pause-café-2,Courir rapidement acheter de l'eau
21023,Pause-café-2,Persuader Fencer d'aller à la boutique de boissons avec vous
21031,Pause-café-3,Sortir de votre sac la liste d'activité à faire
21032,Pause-café-3,Sortir de votre poche le cadeau préparé pour Fencer
21033,Pause-café-3,Prendre la main de Fencer sans réfléchir
21111,Pommes d'Amour-1,"T'es vraiment mignonne ! Regarde, ton visage est aussi rouge que les bonbons aux pommes."
21112,Pommes d'Amour-1,"Plutôt que mignonne, je devrais dire que tu vraiment belle, aussi belle que les bonbons aux pommes sous les feux d'artifice."
21113,Pommes d'Amour-1,"Ah, tu n'aimes qu'on te dise que tu mignonne ? Je ne le dirai plus, je te le promets!"
21121,Pommes d'Amour-2,Très Sucré
21122,Pommes d'Amour-2,Aigre-doux
21123,Pommes d'Amour-2,Aigre
21131,Pommes d'Amour-3,Faire semblant de ne pas le voir
21132,Pommes d'Amour-3,Le signaler à Fencer
21133,Pommes d'Amour-3,Donner un mouchoir à Fencer
21211,Feux d'artifice -- 1,"Même si cela n'est pas une mauvaise chose en soi, tu vas être vite épuisée si tu es tout le temps aussi rigide."
21212,Feux d'artifice -- 1,"En fait je t'envie vraiment Fencer, tu es toujours très sérieuse, que ce soit envers toi-même ou avec les autres."
21213,Feux d'artifice -- 1,"Comme je suis un peu indiscipliné de nature, ça m'effraie un peu, je crains un peu ce côté de ta personnalité."
21221,Feux d'artifice -- 2,Sortir de la foule pour retrouver Fencer
21222,Feux d'artifice -- 2,Saisir fermement la main de Fencer
21223,Feux d'artifice -- 2,Enlacer fermement Fencer
21231,Feux d'artifice -- 3,Sur le toit d'un immeuble
21232,Feux d'artifice -- 3,Sur le banc au bord du lac
21233,Feux d'artifice -- 3,Regarder d'ici
21311,Takoyaki-1,Saveur naturelle
21312,Takoyaki-1,Saveur d'algue
21313,Takoyaki-1,Saveur au poivre noir
21321,Takoyaki-2,Laisser Fencer choisir
21322,Takoyaki-2,Faire vous-même votre sauce
21323,Takoyaki-2,Ne pas prendre de sauce
21331,Takoyaki-3,Le manger
21332,Takoyaki-3,Le laisser pour Fencer
21333,Takoyaki-3,Le séparer en deux
21411,Stand de glace pilée-1,Laisser la dernière portion pour la fille inconnue
21412,Stand de glace pilée-1,Se battre pour la dernière portion de glace pilée
21413,Stand de glace pilée-1,Discuter avec la fille inconnue pour faire moitié-moitié
21421,Stand de glace pilée-2,Sirop à la pastèque
21422,Stand de glace pilée-2,Sirop de cassonnade
21423,Stand de glace pilée-2,Avec des dangos supplémentaires
21431,Stand de glace pilée-3,Laisser tomber et la jeter
21432,Stand de glace pilée-3,Persuader Fencer de manger la portion de glacée pilée qui n'a pas encore fondue
21433,Stand de glace pilée-3,Persuader Fencer d'utiliser sa magie de glace
21511,Jeu de cerceaux-1,Payer pour un cerceau
21512,Jeu de cerceaux-1,Acheter tous les cerceaux
21513,Jeu de cerceaux-1,Ne pas acheter de cerceau
21521,Jeu de cerceaux-2,Acheter directement l'ours en peluche
21522,Jeu de cerceaux-2,Payer pour lui donner plus de cerceaux
21523,Jeu de cerceaux-2,Conseiller à Fencer de s'arrêter
21531,Jeu de cerceaux-3,Accepter avec plaisir
21532,Jeu de cerceaux-3,"Refuser, puis accepter"
21533,Jeu de cerceaux-3,Refuser
30111,Petite discussion -- 1,"Je trouve que les cygnes sont plus beaux que les oiseaux, ils sont vraiment élégants."
30112,Petite discussion -- 1,J'ai entendu dire que le chant des cygnes étaiet très émouvant
30113,Petite discussion -- 1,J'ai entendu dire que les cygnes étaient très fidèles
30121,Petite discussion -- 2,Proposer à KongMing de s'en aller
30122,Petite discussion -- 2,Prendre l'encens à la menthe dans votre sac à dos
30123,Petite discussion -- 2,Prendre le produit anti-moustique de votre sac
30131,Petite discussion -- 3,Le cerf-volant
30132,Petite discussion -- 3,Être dans une barque sur le lac
30133,Petite discussion -- 3,Pique-niquer
30211,Ramer -- 1,S'approcher lentement pour espionner
30212,Ramer -- 1,S'approcher lentement avec précaution
30213,Ramer -- 1,Respecter la demande de Kong Ming et attendre sagement
30221,Ramer -- 2,Continuer tout droit
30222,Ramer -- 2,Aller vers la gauche
30223,Ramer -- 2,Aller vers la droite
30231,Ramer -- 3,Faire une pause car vous êtes également un peu fatigué
30232,Ramer -- 3,Se rapprocher de Kong Ming avec précaution
30233,Ramer -- 3,Se rapprocher de Kong Ming avec précaution et ouvrir le parapluie au-dessus d'elle
30311,Pique-nique -- 1,Sous le grand arbre au bas de la colline
30312,Pique-nique -- 1,Au bord du lac
30313,Pique-nique -- 1,Ici même
30321,Pique-nique -- 2,Les biscuits qui ont l'air ordinaire
30322,Pique-nique -- 2,Muffin qui a l'air brûlé
30323,Pique-nique -- 2,Le beau gâteau
30331,Pique-nique -- 3,Nettoyer et ranger avec enthousiasme
30332,Pique-nique -- 3,Aider Kong Ming à nettoyer
30333,Pique-nique -- 3,Faire le moins possible
30411,Faire du cerf-volant -- 1,Dire à nouveau à Kong Ming que les conditions météorologique ne sont pas bonnes
30412,Faire du cerf-volant -- 1,Accepter pour ne pas froisser Kong Ming
30413,Faire du cerf-volant -- 1,Faire semblant de ne pas être intéressé par les cerfs-volant
30421,Faire du cerf-volant -- 2,Cerf-volant en forme de papillon coloré
30422,Faire du cerf-volant -- 2,Cerf-volant en forme de dragon
30423,Faire du cerf-volant -- 2,Cerf-volant en forme de ravioli chinois à la vapeur
30431,Faire du cerf-volant -- 3,Faire une démonstration
30432,Faire du cerf-volant -- 3,Passer derrière Kong Ming pour lui prendre les mains et l'aider
30433,Faire du cerf-volant -- 3,Aider à faire voler le cerf-volant
30511,Jeu d'échecs -- 1,Accepter
30512,Jeu d'échecs -- 1,Refuser
30513,Jeu d'échecs -- 1,Accepter avec enthousiasme
30521,Jeu d'échecs -- 2,Lui conseiller un mouvement à haute voix
30522,Jeu d'échecs -- 2,Conseiller Kong Ming discrètement
30523,Jeu d'échecs -- 2,Dire à Kong Ming qu'elle peut gagner sans votre aide
30531,Jeu d'échecs -- 3,Utiliser l'excuse du rendez-vous pour s'en aller
30532,Jeu d'échecs -- 3,Demander à jouer une partie avec Kong Ming
30533,Jeu d'échecs -- 3,Faire semblant d'être en colère en utilisant l'excuse d'être en couple
30611,Éventails -- 1,Aspect émotionnel de Kong Ming
30612,Éventails -- 1,Vie quotidienne de Kong Ming
30613,Éventails -- 1,Ne rien demander
30621,Éventails -- 2,L'éventail au motif simple
30622,Éventails -- 2,L'éventail au motif élégant de bambou
30623,Éventails -- 2,L'éventail au motif plus élaboré
30631,Éventails -- 3,Non
30632,Éventails -- 3,Choisir une étui en bois pour ranger l'éventail
30633,Éventails -- 3,Choisir un ponpon pour l'accrocher à l'éventail
30711,Discussion au calme -- 1,"Bien… bien sûr, c'est mon devoir en tant que Senpai de prendre soin de tout le monde !"
30712,Discussion au calme -- 1,Kong Ming… ne me mets pas dans l'embarras.
30713,Discussion au calme -- 1,"C'est ce que tu penses Kong Ming ? Pourtant, personnellement, je pense que je te traire d'une façon spéciale."
30721,Discussion au calme -- 2,Prendre l'eau dans votre sac et la donner à Kong Ming
30722,Discussion au calme -- 2,Courir au distributeur de boissons pour acheter de l'eau
30723,Discussion au calme -- 2,Conseiller à Kong Ming de vous accompagner au magasin de boissons.
30731,Discussion au calme -- 3,Sortir de votre sac la liste d'activité à faire que vous avez préparé
30732,Discussion au calme -- 3,Sortir de votre poche le cadeau que vous avez préparé pour Kong Ming
30733,Discussion au calme -- 3,Baisser la tête parce que vous n'avez rien préparé
30811,Café à chats -- 1,Nier que vous êtes déjà venu
30812,Café à chats -- 1,Utiliser le forfait de membre
30813,Café à chats -- 1,Trouver une explication pour Kong Ming
30821,Café à chats -- 2,Le British shorthair aux poils gris: Owen
30822,Café à chats -- 2,Le chat persan blanc: Ramsès
30823,Café à chats -- 2,Un chat à trois couleurs
30831,Café à chats -- 3,Demander à Kong Ming son avis
30832,Café à chats -- 3,Prolonger la durée d'accompagnement
30833,Café à chats -- 3,Ne pas prolonger la durée d'accompagnement
30911,Librairie -- 1,Refuser sans hésitation
30912,Librairie -- 1,Refuser avec politesse
30913,Librairie -- 1,Lui donner votre propre siège
30921,Librairie -- 2,Roman à suspense
30922,Librairie -- 2,Un livre historique
30923,Librairie -- 2,Un manuel scolaire
30931,Librairie -- 3,Attendre en silence
30932,Librairie -- 3,Se préparer à réveiller Kong Ming en douceur
30933,Librairie -- 3,Se reposer également
31011,Salle d'arcade -- 1,Accepter de l'aider à attraper la peluche
31012,Salle d'arcade -- 1,Laisser Kong Ming attraper la peluche elle-même
31013,Salle d'arcade -- 1,Coopérer avec Kong Ming pour attraper la peluche
31021,Salle d'arcade -- 2,Accepter et dire à Kong Ming que vous allez lui montrer votre talent
31022,Salle d'arcade -- 2,Laisser Kong Ming jouer avant
31023,Salle d'arcade -- 2,Refuser et dire que les jeux de course ne vous intéressent pas
31031,Salle d'arcade -- 3,Vous-même
31032,Salle d'arcade -- 3,Laisser Kong Ming
31033,Salle d'arcade -- 3,Acheter deux tickets
31111,Rafting -- 1,Aider Kong Ming à choisir un maillot de bain
31112,Rafting -- 1,Persuader Kong Ming de choisir un maillot de bain
31113,Rafting -- 1,Ne pas acheter de maillot de bain
31121,Rafting -- 2,Tenir fermement les mains de Kong Ming
31122,Rafting -- 2,Crier fortement pour dissiper sa peur
31123,Rafting -- 2,"Dans l'excitation, vous n'avez pas remarqué Kong Ming"
31131,Rafting -- 3,Prendre les mains de Kong Ming et la faire entrer dans la rivière avec soin
31132,Rafting -- 3,Persuader Kong Ming de descendre dans l'eau pour s'amuser
31133,Rafting -- 3,Conseiller à Kong Ming de ne pas aller dans l'eau
31211,Montagnes Russes -- 1,Accepter sans discuter
31212,Montagnes Russes -- 1,Montrer votre jalousie envers les pigeons
31213,Montagnes Russes -- 1,Exprimer des doutes envers le fait de nourrir les pigeons
31221,Montagnes Russes -- 2,Vouloir s'asseoir ensemble
31222,Montagnes Russes -- 2,Demander à Kong Ming si elle est d'accord de s'asseoir séparément
31223,Montagnes Russes -- 2,Accepter de s'asseoir séparément
31231,Montagnes Russes -- 3,Acheter sans hésiter et la donner à Kong Ming
31232,Montagnes Russes -- 3,Acheter sans hésiter et la garder
31233,Montagnes Russes -- 3,Ne pas acheter
31311,Auto-tamponneuse -- 1,Choisir un biplace sans hésiter
31312,Auto-tamponneuse -- 1,Choisir un monoplace pour pouvoir défier Kong Ming
31313,Auto-tamponneuse -- 1,Choisir un monoplace
31321,Auto-tamponneuse -- 2,Prendre l'initiative
31322,Auto-tamponneuse -- 2,Choisir votre cible avec précaution
31323,Auto-tamponneuse -- 2,Ne pas employer de stratégie
