id,desc,answer_desc,result_desc
11,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
12,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
13,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
14,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
15,Vous remarquez que la machine à capsules a ajouté de nouveaulles récompenses cependant vous n'avez pas des ressources nécessaires pour tirer des capsules. Pour remédier à ce problème vous décidez de travailler plus durement.,,
16,"En voulant comprendre la différence entre la glace et la neige, vous demandez de l'aide à Fencer. Cette dernière vous gèle accidentellement en essayant de vous expliquer.",,
17,"Lors d'un banquet, quelqu'un a proposé d'éteindre les lumières et de jouer aux chaises musicales.",Jouer avec le groupe d'Ithil. |Jouer avec le groupe d'Iron Fist.,Tout le monde se plaint des capacités spéciales d'Ithil et que ce n'est pas juste qu'elle y participe. Ithil se retire de la partie. Même sans Ithil dans la partie vous ne gagnez que le prix de participation. |Iron Fist prend peur dans le noir et commence à agiter son bras mécanique dans tous les sens cassant plus de la motié des chaises. Vous obtenez un bon résultat et un bon prix mais l'organisateur déduit plus de la moitié des prix pour la réparation des chaises.
18,Sur un coup de tête vous souhaitez acheter un journal du Campus pour savoir ce qu'il s'est passé dernièrement.,Acheter「Nouvelles de Yume」|Acheter「100% Top Secret」,"Qu'il s'agisse de la dernière interview d'après-match des Jeux de Yume ou de l'interview exclusive d'Ithil de la Maison Humain, le contenu est trop formel et ennuyeux. Votre section préférée reste les「Trois blagues quotidiennes」du journal. |Le contenu du journal est plein d'anciennes rumeurs que tout le monde connaît. Il suffit de jeter un coup d'œil au titre pour savoir de quoi ça parle. Vous décidez d'aller à la bibliothèque pour discuter avec Libraria avec qui vous passez une journée agréable."
19,Le nouveau tournoi de Combat à Cheval permet aux spectateurs d'y assister de plus près.,Aller assister aux derniers matchs du tournoi. |Assister aux matchs avec des risques d'accidents élevés.,"Vous vous rendez compte que vous avez pris le mauvais chemin. Vous apercevez une marque de Tai-Chi sur une pierre sur le bord de la route. |Vous vous tenez près du terrain pour observer de plus près Chevalir affrontant son adversaire. Vous avez failli vous prendre les pierres qui ont volé en votre direction à cause de la bataille, vous avez eu chaud."
20,Vous vous rendez à la salle d'activités du club de Cérémonie du Thé pour goûter leur thé après avoir reçu leur invitation.,Boire une tasse de thé noir. |Boire une tasse de thé vert.,"Vous en buvez et vous commencez à avoir des étourdissements. La dernière chose que vous voyez avant de perdre connaissance est une silhouette blanche avec des cristaux dans les mains. Lorsque vous vous réveillez, vous constatez que vous êtes sur votre lit au dortoir et il y a un paquet sur le lit qui dit 「Merci pour le test」. |Vous êtes sur le point de boire quand tout à coup Iron Fist arrache votre verre et elle vous donne une tasse de thé noir."
21,Vous avez reçu un questionnaire dans votre boîte aux lettres sur lequel il n'y a qu'une seule question: quelle carte aimez-vous ?,L'As de Cœur. |Le Roi de Pique.,"Vous apercevez une boîte cadeau qui était couverte par le questionnaire dans la boîte aux lettres, vous y trouvez un ours en peluche avec une couronne dans la boîte. |Le lendemain, vous trouvez une pomme rouge ainsi que des plumes noires dans la boîte aux lettres."
22,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
23,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
24,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
25,Geisha s'entraîne avec un instrument de musique avec lequel elle n'est pas compétente. Vous commencez à pratiquer avec elle mais vous abandonnez après deux jours en remarquant que le son que vous produisez est horrible.,,
26,"Vous acceptez l'invitation de Kratos à aller dans sa chambre. Vous pensiez qu'elle allait beaucoup parler, cependant vous finissez par lire deux histoires de son livre de contes ...",,
27,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
28,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
29,Les étudiantes du Club de Jardinage souhaitent planter des fleurs dans une friche du Campus et souhaitent entendre vos suggestions.,Recommander de planter des pissenlits. |Recommander de planter des fleurs de muguet.,"Les étudiantes du Club de Jardinage ont suivi vos conseils et vous offrent un grand spécimen de pissenlit. |Les étudiantes du Club de Jardinage ont suivi votre suggestion, vous vous faites emmener de force pour travailler avec elles suite à la l'ordre d'une étrange étudiante."
30,"L'Union Étudiante souhaite s'aggrandir, Kong Ming vous donne la reponsabilité de cette mission.",Utiliser la radio du Campus pour publier des annonces de recrutement. | Laisser l'agence de presse en faire la une des journaux demain.,"Une 「Bête」aux longs poils gris s'est présentée suite à la diffusion de votre annonce. Vous achetez trois dindes à la cafétéria pour les lui donner afin qu'elle repart d'où elle vient car elle ne veut que se battre. |Gabriel s'étant entrainée à la harpe pour apprendre de nouveaux morceaux a oublié de publier votre annonce. Vous avez attendu que quelqu'un se présente pendant toute une matinée dans le vide. Sur le chemin pour vous rendre à l'agence, vous achetez un morceau de pain pour le déjeuner qui servira également à vous réconforter."
31,"Le café a récemment renouvelé son moulin à café, cependant le personnel l'utilise de la mauvaise manière et produit du mauvais café.",Demander à Elfe Bourgeon de réparer le moulin. | Demander à Javelin de réparer le moulin.,"Elfe Bourgeon constate que le broyeur est encombré, pour cette raison il a broyé avec difficulté pendant deux heures. Il semble que la partie du moulin qui a provoqué la stagnation a été lissée par l'étrange force d'Elfe Bourgeon et c'est ainsi que le moulin peut à nouveau fonctionner normalement. | Javelin étant très populaire, le personnel et les clients du café se précipitent vers elle pour lui parler. Personne ne se soucie de savoir si le café est délicieux ou non et naturellement personne ne se soucie de savoir si le moulin est réparé."
32,La Maison Fantôme a organisé un concours pour sélectionner l'étudiante la moins impressionante de la Maison Fantôme.,Voter pour Wraith. |Voter pour Ennmaya.,"Wraith ne fait pas partie de la Maison Fantôme, votre vote n'est donc pas pris en compte. |Ennmaya étant élue la moins impressionnante, vous êtes désolé et pour la réconforter vous lui offrez un jus au Fruit Démoniaque."
33,"Vous avez perdu votre portefeuille qui contient des coupons de réduction pour la Cafétéria de Sonya, par conséquent vous souhaitez le retrouver.",Regarder sous le lit dans votre chambre. |Chercher dans les tiroirs du bureau de la salle de classe.,"Vous n'avez pas trouvé votre portefeuille, mais vous avez trouvé quelques jetons de capsules. Vous utilisez les capsules et obtenez de nouveaux prix. |Les tiroirs de la classe sont vides mais vous rencontrez Sonya qui transportait de la nourriture. Vous l'aidez à porter ce qu'elle transporte et elle vous remercie en vous offrant un coupon repas en cadeau."
34,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
35,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
36,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
37,"Gambler et Saint se disputent pour savoir qui peut utiliser la machine à capsules pour obtenir les nouvelles récompenses, à force de se disputer, personne n'a encore fait de tirage jusqu'à maintenant.",,
38,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
39,"En voulant comprendre la différence entre la glace et la neige, vous demandez de l'aide à Fencer. Cette dernière vous gèle accidentellement en essayant de vous expliquer.",,
40,Geisha s'entraîne avec un instrument de musique avec lequel elle n'est pas compétente. Vous commencez à pratiquer avec elle mais vous abandonnez après deux jours en remarquant que le son que vous produisez est horrible.,,
41,Quelqu'un tape à votre porte rapidement et vous a réveillé.,Ouvrir la porte et voir qui frappe. | Couvrir vos oreilles avec votre couette et continuer à dormir.,"Vous ouvrez la porte et vous découvrez qu'il n'y a personne à la porte. En baissant les yeux, vous réalisez que c'était Bruno, le chien de Psychic. Vous le lui ramenez, cette dernière est très reconnaissante et vous donne une boîte de biscuits spiritueux. |Vous ne pouvez pas dormir, vous ne trouvez plus le sommeil. Vous vous rendez au cabinet médical voir Isabelle, cette dernière vous donne une boîte de biscuits spiritueux en disant qu'en manger pouvait soigner l'insomnie."
42,Valeera vous invite à venir passer du temps à la Grande Bibliothèque d'Ulbricht. Vous tombez sur une étagère pleine de poussière.,Trouver de quoi nettoyer la poussière. |Regarder quels livres se trouvent sur cette étagère.,"En cherchant de quoi nettoyer, vous vous êtes perdu et vous vous retrouvez dans une pièce interdite d'accès. Vous vous faites alors maudir par un inconnu. Cette malédiction vous fait tousser pendant trois jours avant de disparaître. | En ouvrant un livre, vous inhalez beaucoup de poussière et êtes maudit par un inconnu. Vous toussez pendant trois jours à cause de la malédiction qui disparaît après 3 jours."
43,"Pendant le Festival Sportif de Yume, une athlète doit s'absenter et vous demande de participer temporairement à sa place à une des épreuves.",Participer à la course. |Participer au match de volley-ball.,"Vous marchez sur la queue d'un renard sur la piste et vous vous tordez le pied, par conséquent il vous est impossible de terminer la course. | Vous recevez un smash de Ithil de plein fouet et vous vous réveillez d'un coma longtemps après sans avoir pu terminer le match."
44,"Himoto vous invite à jouer à des jeux avec elle, ayant du temps libre vous acceptez.",Jouer au Blackjack. |Jouer au jeu de Go.,"Les mains d'Himoto sont mouillées et les cartes à jouer ne peuvent plus être utilisées après avoir été utilisées une fois. | Vous n'êtes pas très familier avec les règles. Il a fallu beaucoup de temps pour terminer le jeu. Vous aviez convenu de jouer aux échecs la prochaine fois, mais l'échiquier en bois a été placé dans la bulle d'eau d'Himoto, par conséquent il a moisi en quelques jours rendant toute partie impossible."
45,"Vous participez à une partie de cache-cache avec tout le monde, vous devez choisir une cachette.",Choisir le toit du bâtiment d'enseignement. |Choisir une touffe d'herbe à côté du dortoir.,"Vous n'avez pas été trouvé mais il s'avère que vous aviez dépassé l'aire de jeu, vous êtes donc disqualifié et devez inviter les gagnants à manger. |Vous n'avez pas été trouvé, malheureusement en sortant de la touffe d'herbe vous tombez sur Nobunaga qui est en patrouille, elle vous demande alors d'écrire une lettre d'excuse."
46,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
47,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
48,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
49,"Vous avez reçu un cadeau d'Ésaü. Tout joyeux, vous êtes sur le point de l'ouvrir quand Ésaü vous précise qu'elle comptait sur vous pour l'apporter à sa sœur Jacob et qu'elle espère que vous ne l'ouvrirez pas.",,
50,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
51,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
52,Vous remarquez que la machine à capsules a ajouté de nouveaulles récompenses cependant vous n'avez pas des ressources nécessaires pour tirer des capsules. Pour remédier à ce problème vous décidez de travailler plus durement.,,
53,"Vous trouvez un livre ouvert sur la table, qui a bien pu le laisser ici.",Rapporter le livre à Libraria. |Rapporter le livre à Valeera.,"Ce livre n'appartient pas à Libraria mais elle tout de même très heureuse d'être la première personne à qui vous avez pensé. |Valeera est très heureuse car elle n'avait pas fini ce livre qui est un conte de fée, elle se demandait vraiment où elle l'avait mis~"
54,"Vous apercevez un Biscuit Spritueux sur la route, il n'y a personne autour.",Le ramasser et le manger rapidement. |L'ignorer et passer votre route.,"Un chat avec une très grosse queue sort soudainement des herbes pour vous griffer le pied, il semble que vous avez volé sa nourriture. |Vous marchez quelque pas, en vous retournant, vous remarquez que le biscuit a disparu."
55,"Pendant le Festival Sportif de Yume, une athlète doit s'absenter et vous demande de participer temporairement à sa place à une des épreuves.",Participer à la course. |Participer au match de volley-ball.,"Vous marchez sur la queue d'un renard sur la piste et vous vous tordez le pied, par conséquent il vous est impossible de terminer la course. | Vous recevez un smash de Ithil de plein fouet et vous vous réveillez d'un coma longtemps après sans avoir pu terminer le match."
56,"Himoto vous invite à jouer à des jeux avec elle, ayant du temps libre vous acceptez.",Jouer au Blackjack. |Jouer au jeu de Go.,"Les mains d'Himoto sont mouillées et les cartes à jouer ne peuvent plus être utilisées après avoir été utilisées une fois. | Vous n'êtes pas très familier avec les règles. Il a fallu beaucoup de temps pour terminer le jeu. Vous aviez convenu de jouer aux échecs la prochaine fois, mais l'échiquier en bois a été placé dans la bulle d'eau d'Himoto, par conséquent il a moisi en quelques jours rendant toute partie impossible."
57,"Vous participez à une partie de cache-cache avec tout le monde, vous devez choisir une cachette.",Choisir le toit du bâtiment d'enseignement. |Choisir une touffe d'herbe à côté du dortoir.,"Vous n'avez pas été trouvé mais il s'avère que vous aviez dépassé l'aire de jeu, vous êtes donc disqualifié et devez inviter les gagnants à manger. |Vous n'avez pas été trouvé, malheureusement en sortant de la touffe d'herbe vous tombez sur Nobunaga qui est en patrouille, elle vous demande alors d'écrire une lettre d'excuse."
58,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
59,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
60,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
61,Hottie a appris que ses élèves avaient réussi le dernier examen et est très heureuse. Elle vous a vu passé la porte de la classe et vous a fait un cadeau.,,
62,"Gambler et Saint se disputent pour savoir qui peut utiliser la machine à capsules pour obtenir les nouvelles récompenses, à force de se disputer, personne n'a encore fait de tirage jusqu'à maintenant.",,
63,"Vous avez reçu un cadeau d'Ésaü. Tout joyeux, vous êtes sur le point de l'ouvrir quand Ésaü vous précise qu'elle comptait sur vous pour l'apporter à sa sœur Jacob et qu'elle espère que vous ne l'ouvrirez pas.",,
64,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
65,"Vous venez de finir de prendre votre bain, vous remarquez que le sèche-cheveux est cassé et vous ne pouvez pas vous sécher les cheveux.",Retourner au dortoir avec les cheveux mouillés. |S'asseoir et attendre que vos cheveux sèchent.,"Sur le chemin, vous rencontrez Blowie qui vous prête son sèche-cheveux afin que vous puissiez sécher vos cheveux. |Vous vous êtes endormi, à cause du vent et vos cheveux mouillés vous tombez malade."
66,"C'est la période de floraison des fleurs de cerisier sur le Campus, la brise souffle et il y a de nombreuses pétales éparpillées sur le sol.",Balayer le sol. |Admirer tranquillement le magnifique Campus.,Vous venez de balayer la motié des pétales quand un coup de vent vient éparpiller toutes les pétales. |Vous avez admirer les fleurs de cerisier pendant trop longtemps et vous avez oublié que vous aviez un Job important à faire.
67,Le nouveau tournoi de Combat à Cheval permet aux spectateurs d'y assister de plus près.,Aller assister aux derniers matchs du tournoi. |Assister aux matchs avec des risques d'accidents élevés.,"Vous vous rendez compte que vous avez pris le mauvais chemin. Vous apercevez une marque de Tai-Chi sur une pierre sur le bord de la route. |Vous vous tenez près du terrain pour observer de plus près Chevalir affrontant son adversaire. Vous avez failli vous prendre les pierres qui ont volé en votre direction à cause de la bataille, vous avez eu chaud."
68,Vous vous rendez à la salle d'activités du club de Cérémonie du Thé pour goûter leur thé après avoir reçu leur invitation.,Boire une tasse de thé noir. |Boire une tasse de thé vert.,"Vous en buvez et vous commencez à avoir des étourdissements. La dernière chose que vous voyez avant de perdre connaissance est une silhouette blanche avec des cristaux dans les mains. Lorsque vous vous réveillez, vous constatez que vous êtes sur votre lit au dortoir et il y a un paquet sur le lit qui dit 「Merci pour le test」. |Vous êtes sur le point de boire quand tout à coup Iron Fist arrache votre verre et elle vous donne une tasse de thé noir."
69,Vous avez reçu un questionnaire dans votre boîte aux lettres sur lequel il n'y a qu'une seule question: quelle carte aimez-vous ?,L'As de Cœur. |Le Roi de Pique.,"Vous apercevez une boîte cadeau qui était couverte par le questionnaire dans la boîte aux lettres, vous y trouvez un ours en peluche avec une couronne dans la boîte. |Le lendemain, vous trouvez une pomme rouge ainsi que des plumes noires dans la boîte aux lettres."
70,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
71,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
72,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
73,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
74,Vous remarquez que la machine à capsules a ajouté de nouveaulles récompenses cependant vous n'avez pas des ressources nécessaires pour tirer des capsules. Pour remédier à ce problème vous décidez de travailler plus durement.,,
75,"En voulant comprendre la différence entre la glace et la neige, vous demandez de l'aide à Fencer. Cette dernière vous gèle accidentellement en essayant de vous expliquer.",,
76,Geisha s'entraîne avec un instrument de musique avec lequel elle n'est pas compétente. Vous commencez à pratiquer avec elle mais vous abandonnez après deux jours en remarquant que le son que vous produisez est horrible.,,
77,"La rue commerçant dans laquelle vous vous trouvez est bondée de monde, en avançant dans la foule vous vous retrouvez derrière une paire d'ailes blanches.",Tendre la main pour toucher les plumes. |Se décaler sur le côté pour les éviter.,"La propriétaire en sentant que quelqu'un touche ses plumes prend peur et utilise insconsciemment son pouvoir, votre main est alors brûlée. |C'est Phénix, elle semble être perdue depuis un moment, en vous voyant elle est très heureuse. Vous l'aider à aller dans son magasin préféré et en retour elle vous offre une de ses plumes."
78,"Lors d'un banquet, quelqu'un a proposé d'éteindre les lumières et de jouer aux chaises musicales.",Jouer avec le groupe d'Ithil. |Jouer avec le groupe d'Iron Fist.,Tout le monde se plaint des capacités spéciales d'Ithil et que ce n'est pas juste qu'elle y participe. Ithil se retire de la partie. Même sans Ithil dans la partie vous ne gagnez que le prix de participation. |Iron Fist prend peur dans le noir et commence à agiter son bras mécanique dans tous les sens cassant plus de la motié des chaises. Vous obtenez un bon résultat et un bon prix mais l'organisateur déduit plus de la moitié des prix pour la réparation des chaises.
79,"Le café a récemment renouvelé son moulin à café, cependant le personnel l'utilise de la mauvaise manière et produit du mauvais café.",Demander à Elfe Bourgeon de réparer le moulin. | Demander à Javelin de réparer le moulin.,"Elfe Bourgeon constate que le broyeur est encombré, pour cette raison il a broyé avec difficulté pendant deux heures. Il semble que la partie du moulin qui a provoqué la stagnation a été lissée par l'étrange force d'Elfe Bourgeon et c'est ainsi que le moulin peut à nouveau fonctionner normalement. | Javelin étant très populaire, le personnel et les clients du café se précipitent vers elle pour lui parler. Personne ne se soucie de savoir si le café est délicieux ou non et naturellement personne ne se soucie de savoir si le moulin est réparé."
80,La Maison Fantôme a organisé un concours pour sélectionner l'étudiante la moins impressionante de la Maison Fantôme.,Voter pour Wraith. |Voter pour Ennmaya.,"Wraith ne fait pas partie de la Maison Fantôme, votre vote n'est donc pas pris en compte. |Ennmaya étant élue la moins impressionnante, vous êtes désolé et pour la réconforter vous lui offrez un jus au Fruit Démoniaque."
81,"Pendant le Festival Sportif de Yume, une athlète doit s'absenter et vous demande de participer temporairement à sa place à une des épreuves.",Participer à la course. |Participer au match de volley-ball.,"Vous marchez sur la queue d'un renard sur la piste et vous vous tordez le pied, par conséquent il vous est impossible de terminer la course. | Vous recevez un smash de Ithil de plein fouet et vous vous réveillez d'un coma longtemps après sans avoir pu terminer le match."
82,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
83,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
84,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
85,"Gambler et Saint se disputent pour savoir qui peut utiliser la machine à capsules pour obtenir les nouvelles récompenses, à force de se disputer, personne n'a encore fait de tirage jusqu'à maintenant.",,
86,"Vous avez reçu un cadeau d'Ésaü. Tout joyeux, vous êtes sur le point de l'ouvrir quand Ésaü vous précise qu'elle comptait sur vous pour l'apporter à sa sœur Jacob et qu'elle espère que vous ne l'ouvrirez pas.",,
87,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
88,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
89,"La rue commerçant dans laquelle vous vous trouvez est bondée de monde, en avançant dans la foule vous vous retrouvez derrière une paire d'ailes blanches.",Tendre la main pour toucher les plumes. |Se décaler sur le côté pour les éviter.,"La propriétaire en sentant que quelqu'un touche ses plumes prend peur et utilise insconsciemment son pouvoir, votre main est alors brûlée. |C'est Phénix, elle semble être perdue depuis un moment, en vous voyant elle est très heureuse. Vous l'aider à aller dans son magasin préféré et en retour elle vous offre une de ses plumes."
90,"Lors d'un banquet, quelqu'un a proposé d'éteindre les lumières et de jouer aux chaises musicales.",Jouer avec le groupe d'Ithil. |Jouer avec le groupe d'Iron Fist.,Tout le monde se plaint des capacités spéciales d'Ithil et que ce n'est pas juste qu'elle y participe. Ithil se retire de la partie. Même sans Ithil dans la partie vous ne gagnez que le prix de participation. |Iron Fist prend peur dans le noir et commence à agiter son bras mécanique dans tous les sens cassant plus de la motié des chaises. Vous obtenez un bon résultat et un bon prix mais l'organisateur déduit plus de la moitié des prix pour la réparation des chaises.
91,Sur un coup de tête vous souhaitez acheter un journal du Campus pour savoir ce qu'il s'est passé dernièrement.,Acheter「Nouvelles de Yume」|Acheter「100% Top Secret」,"Qu'il s'agisse de la dernière interview d'après-match des Jeux de Yume ou de l'interview exclusive d'Ithil de la Maison Humain, le contenu est trop formel et ennuyeux. Votre section préférée reste les「Trois blagues quotidiennes」du journal. |Le contenu du journal est plein d'anciennes rumeurs que tout le monde connaît. Il suffit de jeter un coup d'œil au titre pour savoir de quoi ça parle. Vous décidez d'aller à la bibliothèque pour discuter avec Libraria avec qui vous passez une journée agréable."
